URL,Company Name,Sector,LTP,P/E Ratio,Market Cap (Cr),Enterprise Value (Cr),No. of Shares (Cr),P/B Ratio,Face Value,Div. Yield,Book Value (TTM),CASH,DEBT,Promoter Holding,EPS (TTM),Sales Growth (%)
https://ticker.finology.in/company/BANG,Bang Overseas Ltd.,Textile,54.91,N/A,57,53.51,69.5,0.98,10,"0
                                %",56.12,3.26 Cr.,26.34 Cr.,72.98 %,-5.45,9.18
https://ticker.finology.in/company/STAR,Strides Pharma Science Ltd.,Pharmaceuticals & Drugs,1520.00,N/A,1528.35,1391.3,1675.25,3.97,10,"0.16
                                %",382.45,111.83 Cr.,1594.18 Cr.,25.84 %,8.2,16.11
https://ticker.finology.in/company/DPABHUSHAN,D.P. Abhushan Ltd.,Diamond  &  Jewellery,1543.10,N/A,1571.9,1503.45,1927.8,10.34,10,"0.06
                                %",149.19,29.21 Cr.,160.41 Cr.,73.82 %,36.76,18.47
https://ticker.finology.in/company/MICEL,MIC Electronics Ltd.,Electric Equipment,83.65,N/A,86.34,82.7,114.74,9.33,2,"0
                                %",8.96,7.74 Cr.,11.65 Cr.,66.46 %,2.34,826.22
https://ticker.finology.in/company/RRKABEL,RR Kabel Ltd.,Cable,1515.55,N/A,1552.25,1512.45,1903.3,8.54,5,"0.4
                                %",177.44,98.79 Cr.,287.91 Cr.,61.78 %,23.27,17.78
https://ticker.finology.in/company/RPGLIFE,RPG Life Sciences Ltd.,Pharmaceuticals & Drugs,2027.10,N/A,2075.95,2025.05,2976.7,8.84,8,"0.79
                                %",229.39,36.47 Cr.,0 Cr.,72.81 %,42.72,13.5
https://ticker.finology.in/company/GHCL,GHCL Ltd.,Chemicals,555.00,N/A,575.9,555,726,1.68,10,"2.16
                                %",330.5,491.39 Cr.,195.64 Cr.,19.04 %,55.33,-24.27
https://ticker.finology.in/company/WSI,W.S. Industries (India) Ltd.,Electric Equipment,110.10,N/A,113.55,106.3,193.75,2.04,10,"0
                                %",54.04,38.07 Cr.,60.59 Cr.,60.38 %,24.73,309.65
https://ticker.finology.in/company/VIMTALABS,Vimta Labs Ltd.,Pharmaceuticals & Drugs,763.35,N/A,780,723.25,804.85,5.02,2,"0.26
                                %",152.18,24.44 Cr.,19.19 Cr.,36.89 %,22.17,-0.71
https://ticker.finology.in/company/ALICON,Alicon Castalloy Ltd.,Castings/Forgings,1132.70,N/A,1172.1,1127.55,1543.15,3.37,5,"0.66
                                %",335.9,2.11 Cr.,271.16 Cr.,54.18 %,33.95,10.63
https://ticker.finology.in/company/KROSS,Kross Ltd.,Auto Ancillary,219.15,N/A,225.5,198.8,271,3.5,5,"0
                                %",62.6,10.51 Cr.,116.93 Cr.,67.7 %,6.96,26.94
https://ticker.finology.in/company/NDRAUTO,NDR Auto Components Ltd.,Auto Ancillary,640.45,N/A,653.15,630.05,1040.5,7.04,10,"0.59
                                %",90.95,33.43 Cr.,1.7 Cr.,73.06 %,15.68,53.16
https://ticker.finology.in/company/AJANTPHARM,Ajanta Pharma Ltd.,Pharmaceuticals & Drugs,2938.10,N/A,2964,2900.05,3485.75,10.4,2,"1.74
                                %",282.56,63.06 Cr.,0 Cr.,66.26 %,68.36,16.41
https://ticker.finology.in/company/RHIM,RHI Magnesita India Ltd.,Refractories,498.40,N/A,513.7,493.25,829.95,2.59,1,"0.5
                                %",192.75,34.62 Cr.,70.85 Cr.,56.07 %,-2.33,13.49
https://ticker.finology.in/company/GRAVITA,Gravita India Ltd.,Metal - Non Ferrous,2032.00,N/A,2120.35,2020.2,2699.85,27.63,2,"0
                                %",73.54,2.11 Cr.,265.63 Cr.,63.37 %,26.62,6.13
https://ticker.finology.in/company/AUSOMENT,Ausom Enterprise Ltd.,Trading,107.40,N/A,107.6,102.35,185.75,1.14,10,"0.93
                                %",94.45,1.72 Cr.,3.3 Cr.,73.7 %,8.03,444.76
https://ticker.finology.in/company/MADRASFERT,Madras Fertilizers Ltd.,Fertilizers,90.00,N/A,93.49,89.13,134,0,10,"0
                                %",-9.23,563.55 Cr.,707.67 Cr.,85.27 %,4.88,-35.35
https://ticker.finology.in/company/PREMIERPOL,Premier Polyfilm Ltd.,Plastic Products,59.95,N/A,60.9,59.95,71.38,5.9,1,"0.25
                                %",10.16,7.85 Cr.,14.75 Cr.,67.37 %,2.36,2.93
https://ticker.finology.in/company/SAPPHIRE,Sapphire Foods India Ltd.,Consumer Food,300.55,N/A,306.15,297.4,400.5,7.79,2,"0
                                %",38.59,144.57 Cr.,18.54 Cr.,26.2 %,0.19,12.87
https://ticker.finology.in/company/KKCL,Kewal Kiran Clothing Ltd.,Textile,603.00,N/A,607.9,599.55,814.15,4.85,10,"0.33
                                %",124.38,219.03 Cr.,2.48 Cr.,74.26 %,26.07,10.4
https://ticker.finology.in/company/CEATLTD,Ceat Ltd.,Tyres & Allied,2760.85,N/A,2834.95,2745.25,3262.2,2.71,10,"1.09
                                %",1018.74,34.69 Cr.,1592.97 Cr.,47.21 %,143.75,5.59
https://ticker.finology.in/company/AFFLE,Affle (India) Ltd.,BPO/ITeS,1549.20,N/A,1582.55,1536.6,1715,12.08,2,"0
                                %",128.29,659.28 Cr.,0 Cr.,55.09 %,6.95,14.39
https://ticker.finology.in/company/AIIL,Authum Investment & Infrastructure Ltd.,Finance - Investment,1576.00,N/A,1604.95,1557.25,1900.2,2.09,1,"0
                                %",753.71,2412.01 Cr.,2923.68 Cr.,74.95 %,219.6,544.54
https://ticker.finology.in/company/CSBBANK,CSB Bank Ltd.,Bank - Private,307.80,N/A,308,300.45,421.95,1.35,10,"0
                                %",228.54,1476.41 Cr.,62.15,40 %,31.89,N/A
https://ticker.finology.in/company/ARIES,Aries Agro Ltd.,Fertilizers,311.00,N/A,329.95,310,342.35,1.51,10,"0.32
                                %",205.53,4.41 Cr.,61.72 Cr.,52.66 %,21.5,8.05
https://ticker.finology.in/company/ITDC,India Tourism Development Corporation Ltd.,"Hotel, Resort & Restaurants",563.70,N/A,588.8,506.1,930.8,11.02,10,"0.45
                                %",51.17,567.86 Cr.,0 Cr.,87.03 %,8.39,15.65
https://ticker.finology.in/company/KRSNAA,Krsnaa Diagnostics Ltd.,Hospital & Healthcare Services,933.90,N/A,947.75,914.5,973,3.55,5,"0.27
                                %",262.88,53.03 Cr.,159.79 Cr.,27.17 %,22.34,27.14
https://ticker.finology.in/company/BHINVIT,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/PRAENG,Prajay Engineers Syndicate Ltd.,Construction - Real Estate,31.15,N/A,32.35,30.51,46.59,0.42,10,"0
                                %",74.62,2.35 Cr.,116.35 Cr.,36.8 %,-4.28,-16.32
https://ticker.finology.in/company/ANANDRATHI,Anand Rathi Wealth Ltd.,Finance - Others,4013.75,N/A,4082.95,3967.65,4379,28.48,5,"0.35
                                %",140.91,694.68 Cr.,221.44 Cr.,47.99 %,62.57,31.08
https://ticker.finology.in/company/SURYALAXMI,Suryalakshmi Cotton Mills Ltd.,Textile,79.72,N/A,80.1,74.46,108.79,0.57,10,"0
                                %",140.42,8.97 Cr.,225.9 Cr.,60.93 %,0.9,-8.07
https://ticker.finology.in/company/DSSL,Dynacons Systems & Solutions Ltd.,IT - Software,1270.25,N/A,1300,1255.65,1730,8.37,10,"0.04
                                %",151.74,87.89 Cr.,33.19 Cr.,61.01 %,49.78,27.39
https://ticker.finology.in/company/AGARWALFT,Agarwal Float Glass India Ltd.,Trading,86.70,N/A,0,0,103.95,4.07,10,"0
                                %",21.32,0.66 Cr.,8.98 Cr.,59 %,0.27,14.45
https://ticker.finology.in/company/HEADSUP,Heads UP Ventures Ltd.,Retailing,11.11,N/A,13,11.11,22.45,1.76,10,"0
                                %",6.33,1.35 Cr.,0 Cr.,13.56 %,-1.2,-14.22
https://ticker.finology.in/company/GOKEX,Gokaldas Exports Ltd.,Textile,897.05,N/A,909.9,871.8,1123.75,3.15,5,"0
                                %",284.54,86.04 Cr.,158.1 Cr.,9.39 %,26.12,-3.69
https://ticker.finology.in/company/BSHSL,Bombay Super Hybrid Seeds Ltd.,Agriculture,141.13,N/A,152,140,301.95,16.19,1,"0
                                %",8.72,0.18 Cr.,48.02 Cr.,73.85 %,2.21,12.71
https://ticker.finology.in/company/FMGOETZE,Federal-Mogul Goetze (India) Ltd.,Auto Ancillary,388.35,N/A,406,385.9,488.45,1.94,10,"0
                                %",200.21,331.2 Cr.,0 Cr.,74.98 %,24.21,3.79
https://ticker.finology.in/company/HEG,HEG Ltd.,Electrodes & Welding Equipment,406.45,N/A,414.25,405,548.92,1.9,2,"1.11
                                %",213.68,383.34 Cr.,619.38 Cr.,55.78 %,7.09,-2.93
https://ticker.finology.in/company/PNC,Pritish Nandy Communications Ltd.,"Film Production, Distribution & Entertainment",59.05,N/A,60.58,59,79.16,1.13,10,"0
                                %",52.05,3.86 Cr.,1.13 Cr.,54.84 %,0.87,216.26
https://ticker.finology.in/company/EMIL,Electronics Mart India Ltd.,Retailing,159.50,N/A,167.5,158.1,261.75,4.18,10,"0
                                %",38.18,83.67 Cr.,712.81 Cr.,65.17 %,4.77,15.42
https://ticker.finology.in/company/CANTABIL,Cantabil Retail India Ltd.,Textile,227.35,N/A,230.45,224.65,308.95,5.59,2,"0.4
                                %",40.68,35.13 Cr.,9.75 Cr.,74.09 %,7.22,11.52
https://ticker.finology.in/company/DEEPINDS,Deep Industries Ltd.,Oil Exploration,490.25,N/A,516.8,486.55,534.4,2.41,5,"0.5
                                %",203.27,51.77 Cr.,139.85 Cr.,63.49 %,18.25,26.8
https://ticker.finology.in/company/COUNCODOS,Country Condo''s Ltd.,Construction - Real Estate,5.93,N/A,6.4,5.86,8.63,1.85,1,"0
                                %",3.2,3.72 Cr.,1.95 Cr.,53.86 %,0.09,20.05
https://ticker.finology.in/company/APCOTEXIND,Apcotex Industries Ltd.,Rubber  Products,388.15,N/A,395.4,383,540.75,3.7,2,"1.42
                                %",104.88,24.23 Cr.,182.77 Cr.,58.23 %,10.07,4.13
https://ticker.finology.in/company/NSIL,Nalwa Sons Investments Ltd.,Finance - Investment,8936.80,N/A,9474.95,8736.15,9950,0.27,10,"0
                                %",32709.45,60.99 Cr.,46.44 Cr.,55.62 %,130.86,-44.53
https://ticker.finology.in/company/VINSYS,Vinsys IT Services India Ltd.,IT - Software,354.10,N/A,355,350,449.7,7.02,10,"0
                                %",50.41,4.11 Cr.,14.96 Cr.,68.13 %,6.7,11.07
https://ticker.finology.in/company/ORIENTPPR,Orient Paper & Industries Ltd.,Paper & Paper Products,36.69,N/A,38.3,36.54,62.2,0.45,1,"0.68
                                %",81.05,2.78 Cr.,317.39 Cr.,38.74 %,-1.68,-11.77
https://ticker.finology.in/company/BCLIND,BCL Industries Ltd.,Edible Oil,52.98,N/A,53.99,52.25,86.25,2.12,1,"0.48
                                %",24.94,5.62 Cr.,334.99 Cr.,57.77 %,2.82,-0.35
https://ticker.finology.in/company/GANECOS,Ganesha Ecosphere Ltd.,Textile - Manmade  Fibres,2256.70,N/A,2272.2,2211.35,2469.55,5.09,10,"0.13
                                %",443.41,143.75 Cr.,3 Cr.,35.86 %,32.24,-13.9
https://ticker.finology.in/company/TITAN,Titan Company Ltd.,Diamond  &  Jewellery,3178.70,N/A,3231.15,3148.65,3885,18.85,1,"0.34
                                %",168.64,805 Cr.,10747 Cr.,52.9 %,37.18,23.11
https://ticker.finology.in/company/SKMEGGPROD,SKM Egg Products Export (India) Ltd.,Consumer Food,213.20,N/A,219,212.3,429.95,1.94,10,"1.17
                                %",109.83,141.08 Cr.,135.53 Cr.,55.11 %,16.5,4.99
https://ticker.finology.in/company/SASTASUNDR,Sastasundar Ventures Ltd.,Finance - NBFC,293.00,N/A,293,282.55,498.8,3.43,10,"0
                                %",85.51,0 Cr.,-0.89 Cr.,73.92 %,-0.27,0
https://ticker.finology.in/company/PNCINFRA,PNC Infratech Ltd.,Engineering - Construction,290.25,N/A,300.55,287.4,574.5,1.41,2,"0.21
                                %",205.4,712.64 Cr.,382.12 Cr.,56.07 %,41.14,9.04
https://ticker.finology.in/company/AKG,AKG Exim Ltd.,Trading,17.77,N/A,18.54,17.55,32.6,1.13,10,"0
                                %",15.7,9.67 Cr.,11.86 Cr.,51.49 %,0.29,-30.94
https://ticker.finology.in/company/BBTC,Bombay Burmah Trading Corporation Ltd.,Agriculture,2489.40,N/A,2560.85,2489,2972.6,93.88,2,"0.05
                                %",26.52,65.71 Cr.,348.73 Cr.,74.05 %,4.34,6.84
https://ticker.finology.in/company/NILAINFRA,Nila Infrastructures Ltd.,Construction - Real Estate,10.98,N/A,11.28,10.51,17.14,2.55,1,"0
                                %",4.31,5.46 Cr.,34.58 Cr.,61.9 %,0.47,61.39
https://ticker.finology.in/company/MBAPL,Madhya Bharat Agro Products Ltd.,Fertilizers,223.24,N/A,225.14,215.42,344,5.2,10,"0.22
                                %",42.94,11.87 Cr.,289.62 Cr.,74.51 %,3.2,-16.81
https://ticker.finology.in/company/BTML,Bodhi Tree Multimedia Ltd.,TV Broadcasting & Software Production,11.14,N/A,11.62,10.8,23.5,5.22,1,"0.9
                                %",2.13,0.56 Cr.,4.67 Cr.,35.3 %,0.17,-12.89
https://ticker.finology.in/company/TNPL,Tamil Nadu Newsprint & Papers Ltd.,Paper & Paper Products,166.15,N/A,174,164.75,330.95,0.54,10,"2.41
                                %",305.07,48.02 Cr.,1796.18 Cr.,35.32 %,10.65,-9.4
https://ticker.finology.in/company/ACCELYA,Accelya Solutions India Ltd.,IT - Software,1457.85,N/A,1498.95,1452,2128.25,7.38,10,"4.46
                                %",197.63,65.7 Cr.,0 Cr.,74.66 %,63.92,10.07
https://ticker.finology.in/company/ASKAUTOLTD,ASK Automotive Ltd.,Auto Ancillary,442.40,N/A,445.25,434.35,485.1,9.11,2,"0.23
                                %",48.56,12.59 Cr.,74.38 Cr.,78.95 %,10.36,14.52
https://ticker.finology.in/company/IRMENERGY,IRM Energy Ltd.,Industrial  Gases & Fuels,368.75,N/A,382.35,362,635,1.62,10,"0.41
                                %",227.28,487.78 Cr.,210.5 Cr.,50.07 %,16.38,-9.14
https://ticker.finology.in/company/MSPL,MSP Steel & Power Ltd.,Steel & Iron Products,40.51,N/A,42.75,40.5,64.38,2.71,10,"0
                                %",14.97,46.86 Cr.,780.71 Cr.,42.34 %,0.31,12.68
https://ticker.finology.in/company/NLCINDIA,NLC India Ltd.,Power Generation/Distribution,253.10,N/A,259,237.3,311.65,2.11,10,"1.19
                                %",119.71,679.47 Cr.,7968.77 Cr.,72.2 %,8.87,-18.81
https://ticker.finology.in/company/GRINDWELL,Grindwell Norton Ltd.,Abrasives,2022.85,N/A,2082,2017.95,2959.45,10.95,5,"0.84
                                %",184.82,212.39 Cr.,11.36 Cr.,58.03 %,33.56,5.07
https://ticker.finology.in/company/APOLLOTYRE,Apollo Tyres Ltd.,Tyres & Allied,480.35,N/A,486.05,477.2,584.65,2.93,1,"1.25
                                %",163.67,504.76 Cr.,3181.92 Cr.,37.36 %,13.6,1.38
https://ticker.finology.in/company/SHREDIGCEM,Shree Digvijay Cement Company Ltd.,Cement & Construction Materials,82.80,N/A,86.25,82.44,123.79,3.49,10,"3.62
                                %",23.71,13.84 Cr.,0 Cr.,54.83 %,5.06,9.21
https://ticker.finology.in/company/MITTAL,Mittal Life Style Ltd.,Trading,1.99,N/A,2.04,1.92,3.12,1.39,1,"0
                                %",1.44,0.57 Cr.,0.78 Cr.,37.49 %,0.06,5.99
https://ticker.finology.in/company/STARPAPER,Star Paper Mills Ltd.,Paper & Paper Products,203.60,N/A,203.6,199.95,288,0.48,10,"1.96
                                %",428.37,24.85 Cr.,0 Cr.,44.93 %,36.84,-9.79
https://ticker.finology.in/company/ZIMLAB,Zim Laboratories Ltd.,Pharmaceuticals & Drugs,102.90,N/A,107.35,101.4,131.3,2.14,10,"0
                                %",48.1,0.75 Cr.,106.21 Cr.,33.26 %,3.02,-7.83
https://ticker.finology.in/company/BHAGYANGR,Bhagyanagar India Ltd.,Metal - Non Ferrous,97.61,N/A,100.29,95.07,128.95,1.79,2,"0
                                %",54.55,1.12 Cr.,6.96 Cr.,70.62 %,0.38,-47.64
https://ticker.finology.in/company/INDOBORAX,Indo Borax & Chemicals Ltd.,Chemicals,186.15,N/A,190,184.95,262.6,1.9,1,"0.54
                                %",97.97,109.55 Cr.,0 Cr.,50.8 %,13.17,-11
https://ticker.finology.in/company/SANGHIIND,Sanghi Industries Ltd.,Cement & Construction Materials,76.43,N/A,79.9,73.5,156.2,2.4,10,"0
                                %",31.91,192.27 Cr.,2081.3 Cr.,75 %,-19.55,-11.53
https://ticker.finology.in/company/BHARATWIRE,Bharat Wire Ropes Ltd.,Metal - Non Ferrous,220.10,N/A,224.9,214.8,401.9,2.15,10,"0
                                %",102.31,8.32 Cr.,132.23 Cr.,40.93 %,12.43,5.56
https://ticker.finology.in/company/JTEKTINDIA,JTEKT India Ltd.,Auto Ancillary,157.00,N/A,160,155.4,225.25,4.75,1,"0.38
                                %",33.06,75.36 Cr.,109.59 Cr.,74.98 %,3.63,9.86
https://ticker.finology.in/company/HATSUN,Hatsun Agro Product Ltd.,Consumer Food,1042.40,N/A,1083.05,1041.5,1380,14.22,1,"0.58
                                %",73.33,53.31 Cr.,2271.55 Cr.,73.17 %,13.67,10.26
https://ticker.finology.in/company/MARATHON,Marathon Nextgen Realty Ltd.,Construction - Real Estate,572.55,N/A,580.5,555.05,736.4,2.9,5,"0.17
                                %",197.59,28.29 Cr.,363.21 Cr.,73.63 %,17.82,-22.56
https://ticker.finology.in/company/YASHO,Yasho Industries Ltd.,Chemicals,1698.20,N/A,1718.55,1677.4,2418,6.55,10,"0.03
                                %",259.09,11.85 Cr.,557.93 Cr.,71.92 %,29.24,-11.15
https://ticker.finology.in/company/MAXESTATES,Max Estates Ltd.,Construction - Real Estate,510.00,N/A,510,488.5,696.15,3.58,10,"0
                                %",142.31,17.73 Cr.,159.67 Cr.,45.26 %,15.85,-40.41
https://ticker.finology.in/company/XPROINDIA,Xpro India Ltd.,Plastic Products,1123.00,N/A,1124,1090.05,1295.5,4.19,10,"0.18
                                %",268.13,321.05 Cr.,36.73 Cr.,42.46 %,21.62,-8.92
https://ticker.finology.in/company/ASAL,Automotive Stampings and Assemblies Ltd.,Auto Ancillary,624.85,N/A,626.65,618.15,1094,1093.35,10,"0
                                %",0.57,1.88 Cr.,45.99 Cr.,75 %,13.01,6.29
https://ticker.finology.in/company/HPIL,Hindprakash Industries Ltd.,Dyes & Pigments,138.80,N/A,139.6,136.15,210,3.11,10,"0.36
                                %",44.61,0.56 Cr.,22.34 Cr.,74.95 %,1.63,-1.27
https://ticker.finology.in/company/VALIANTORG,Valiant Organics Ltd.,Chemicals,330.55,N/A,332.35,320.3,519,1.4,10,"0
                                %",236.85,3.58 Cr.,215.2 Cr.,37.77 %,-10.48,-25.72
https://ticker.finology.in/company/STARCEMENT,Star Cement Ltd.,Cement & Construction Materials,174.05,N/A,180.8,171.55,255.95,4.31,1,"0
                                %",40.37,33.38 Cr.,92.48 Cr.,66.47 %,1.95,6.88
https://ticker.finology.in/company/MALUPAPER,Malu Paper Mills Ltd.,Paper & Paper Products,43.84,N/A,47.25,43.29,69.9,64.65,10,"0
                                %",0.68,1.98 Cr.,131.41 Cr.,69.8 %,-3.04,17.34
https://ticker.finology.in/company/SUMICHEM,Sumitomo Chemical India Ltd.,Pesticides & Agrochemicals,512.45,N/A,519.25,508,628,9.43,10,"1.15
                                %",54.35,169.14 Cr.,0 Cr.,75 %,9.69,-19.32
https://ticker.finology.in/company/HPAL,HP Adhesives Ltd.,Chemicals,76.80,N/A,78.53,75.4,131,4.01,2,"0.39
                                %",19.15,9.1 Cr.,0.52 Cr.,71.35 %,2.24,1.3
https://ticker.finology.in/company/ACL,Andhra Cements Ltd.,Cement & Construction Materials,79.25,N/A,79.28,77,139,3.06,10,"0
                                %",25.86,26.96 Cr.,675.19 Cr.,90 %,-10.68,0
https://ticker.finology.in/company/DCW,DCW Ltd.,Chemicals,95.05,N/A,97.5,94.35,113,2.7,2,"0
                                %",35.14,169.46 Cr.,436.37 Cr.,44.86 %,0.29,-28.94
https://ticker.finology.in/company/SINDHUTRAD,Sindhu Trade Links Ltd.,Finance - NBFC,22.04,N/A,23.12,21.95,45.15,3.74,1,"0
                                %",5.89,558.26 Cr.,54.37 Cr.,74.97 %,0.37,25.88
https://ticker.finology.in/company/360ONE,360 One Wam Ltd.,Finance - Others,1095.00,N/A,1109,1067.1,1215.8,8.56,1,"1.51
                                %",127.95,150.89 Cr.,679.03 Cr.,15.71 %,13.65,34.76
https://ticker.finology.in/company/PRICOLLTD,Pricol Ltd.,Auto Ancillary,451.90,N/A,454.85,445.75,542.05,6.25,1,"0
                                %",72.35,3.09 Cr.,46.62 Cr.,38.51 %,12.58,17
https://ticker.finology.in/company/GOPAL,Gopal Snacks Ltd.,Consumer Food,436.70,N/A,440,421.7,519.95,12.26,1,"0.06
                                %",35.61,24.12 Cr.,67.19 Cr.,81.49 %,7.8,0.56
https://ticker.finology.in/company/BHARTIHEXA,Bharti Hexacom Ltd.,Telecommunication - Service  Provider,1360.70,N/A,1397.5,1357.5,1565.35,13.08,5,"0.29
                                %",104.05,74.3 Cr.,4834.6 Cr.,70 %,10.09,7.75
https://ticker.finology.in/company/SHARDACROP,Sharda Cropchem Ltd.,Pesticides & Agrochemicals,805.80,N/A,820.7,799.7,832.35,3.45,10,"0.37
                                %",233.48,33.4 Cr.,0 Cr.,74.82 %,26.73,-21.43
https://ticker.finology.in/company/CREATIVE,Creative Newtech Ltd.,Trading,865.45,N/A,879.45,852.6,1016.6,5.66,10,"0.06
                                %",152.94,7.2 Cr.,88.92 Cr.,56.16 %,22.46,44.62
https://ticker.finology.in/company/CONSOFINVT,Consolidated Finvest & Holdings Ltd.,Finance - NBFC,203.87,N/A,221.03,201,346.95,1.99,10,"0
                                %",102.62,47.96 Cr.,46.45 Cr.,74.89 %,18.28,-88.31
https://ticker.finology.in/company/GOCOLORS,Go Fashion (India) Ltd.,Retailing,1073.25,N/A,1115,1059.1,1405,8.87,10,"0
                                %",121,192.06 Cr.,0 Cr.,52.79 %,15.88,14.66
https://ticker.finology.in/company/DEEPAKNTR,Deepak Nitrite Ltd.,Chemicals,2620.25,N/A,2674.85,2608,3168.65,11.69,2,"0.29
                                %",224.11,174.78 Cr.,0 Cr.,49.24 %,29,-10.19
https://ticker.finology.in/company/BANARBEADS,Banaras Beads Ltd.,Glass,137.45,N/A,139,132.75,153.8,1.62,10,"1.46
                                %",84.67,11.99 Cr.,3.29 Cr.,58.14 %,4.74,4.64
https://ticker.finology.in/company/TBZ,Tribhovandas Bhimji Zaveri Ltd.,Diamond  &  Jewellery,228.00,N/A,239.8,225.1,360.35,2.43,10,"0.77
                                %",94.02,48.68 Cr.,533.03 Cr.,74.12 %,9.76,-3.96
https://ticker.finology.in/company/GEEKAYWIRE,Geekay Wires Ltd.,Steel & Iron Products,92.60,N/A,95.85,92.2,147.8,4.25,2,"0.65
                                %",21.79,8.16 Cr.,73.22 Cr.,58.44 %,7.37,3.06
https://ticker.finology.in/company/SKFINDIA,SKF India Ltd.,Bearings,4692.90,N/A,4692.9,4637.05,7349,10.12,10,"2.77
                                %",463.92,1222.11 Cr.,0 Cr.,52.58 %,113.35,6.16
https://ticker.finology.in/company/UFLEX,Uflex Ltd.,Packaging,547.05,N/A,560.2,541.25,859.9,1.26,10,"0.18
                                %",432.68,430.51 Cr.,3032.94 Cr.,44.58 %,23.63,-2.49
https://ticker.finology.in/company/ALPEXSOLAR,Alpex Solar Ltd.,Electric Equipment,836.80,N/A,870,831,1131.7,15.6,10,"0
                                %",53.65,43.26 Cr.,35.73 Cr.,68.76 %,11.87,121.37
https://ticker.finology.in/company/SOLEX,Solex Energy Ltd.,Electric Equipment,1525.00,N/A,1570,1500,1786.7,13.58,10,"0.04
                                %",112.32,0.19 Cr.,96.16 Cr.,66.15 %,8.09,126.28
https://ticker.finology.in/company/SCPL,Sheetal Cool Products Ltd.,Consumer Food,305.85,N/A,318.6,304.05,633.9,2.59,10,"0
                                %",118.31,5.04 Cr.,83.57 Cr.,65.59 %,18.55,3.66
https://ticker.finology.in/company/BAYERCROP,Bayer CropScience Ltd.,Pesticides & Agrochemicals,5819.00,N/A,5952.4,5625,7189.9,8.48,10,"2.41
                                %",685.83,1164 Cr.,0 Cr.,71.43 %,128.97,-0.71
https://ticker.finology.in/company/SPCL,Shivalic Power Control Ltd.,Electric Equipment,201.30,N/A,205.7,197.1,396.75,4.67,10,"0
                                %",43.15,1.28 Cr.,31.95 Cr.,70.86 %,4.65,24.38
https://ticker.finology.in/company/SANDUMA,Sandur Manganese & Iron Ores Ltd.,Mining & Minerals,423.85,N/A,438.45,418.1,636.15,2.96,10,"0.24
                                %",143.1,59.43 Cr.,130.85 Cr.,74.22 %,21.62,-41.1
https://ticker.finology.in/company/GODREJAGRO,Godrej Agrovet Ltd.,Animal Feed,714.55,N/A,718.85,706,877.85,5.87,10,"1.4
                                %",121.82,37.67 Cr.,586.91 Cr.,74.03 %,20.97,2.95
https://ticker.finology.in/company/HMT,HMT Ltd.,Engineering - Industrial Equipments,64.23,N/A,67.49,64.23,102.6,5.86,10,"0
                                %",10.95,174.08 Cr.,678.58 Cr.,93.69 %,0.25,310.26
https://ticker.finology.in/company/RPPL,Rajshree Polypack Ltd.,Plastic Products,38.92,N/A,40.03,38.37,64.75,1.76,5,"0
                                %",22.06,3.81 Cr.,73.46 Cr.,44.11 %,1.94,8.8
https://ticker.finology.in/company/GLS,Glenmark Life Sciences Ltd.,Pharmaceuticals & Drugs,1084.60,N/A,1094.2,1061.25,1335,5.24,2,"2.07
                                %",207.17,301.59 Cr.,0 Cr.,75 %,34.56,5.64
https://ticker.finology.in/company/HINDCOMPOS,Hindustan Composites Ltd.,Auto Ancillary,427.20,N/A,441.75,426.95,669.9,0.58,5,"0.47
                                %",730.51,1.63 Cr.,0.12 Cr.,74.97 %,21.93,5.31
https://ticker.finology.in/company/MRPL,Mangalore Refinery And Petrochemicals Ltd.,Refineries,145.05,N/A,148.1,144.05,289.25,2.07,10,"2.07
                                %",70.08,38.61 Cr.,12451.74 Cr.,88.58 %,5.18,-17.08
https://ticker.finology.in/company/BRIGADE,Brigade Enterprises Ltd.,Construction - Real Estate,1181.00,N/A,1211.7,1143.2,1451.9,4.98,10,"0.17
                                %",237.04,657.79 Cr.,1746.06 Cr.,41.37 %,14.89,-8.35
https://ticker.finology.in/company/RKSWAMY,RK Swamy Ltd.,Business Support,205.75,N/A,209.95,204.3,320.5,4.34,5,"0.97
                                %",47.35,150.77 Cr.,31.99 Cr.,66.05 %,4.82,12.55
https://ticker.finology.in/company/AIRAN,Airan Ltd.,IT - Software,29.82,N/A,31.4,29.4,48.85,2.79,2,"0
                                %",10.67,3.54 Cr.,0.03 Cr.,72.34 %,2.06,7.01
https://ticker.finology.in/company/SAGILITY,Sagility India Ltd.,Business Support,28.27,N/A,29.14,27.82,32.9,1.18,10,"0
                                %",24,20.93 Cr.,1070.82 Cr.,-,0.16,9.05
https://ticker.finology.in/company/21STCENMGM,21st Century Management Services Ltd.,Finance - Investment,103.00,N/A,103,103,139,1.57,10,"2.43
                                %",65.54,34.92 Cr.,32.23 Cr.,64.09 %,45.11,-356.35
https://ticker.finology.in/company/SJS,SJS Enterprises Ltd.,Auto Ancillary,1105.30,N/A,1143.7,1096.6,1274.95,6.13,10,"0.18
                                %",180.43,11.9 Cr.,42.2 Cr.,21.8 %,26.01,22.68
